Cogs,Cogs - Split 2,Country,Date,Discount Band,Discounts,Gross Sales,Manufacturing Price,Month Name,Month Number,Product,Profit,Sale Price,Sales,Segment,Units Sold,Year,Year (copy),Avg Discounts ,COGS to Sales,Discounts - Split 2,Gross Sales - Split 2,Profit - Split 2,Profit Margin,Sales - Split 2,Total Discounts,Total Revenue,Units Sold - Split 2
" $15,660.00 ",15660,United States of America,10-01-2014,Low,$626.40," $31,320.00 ",$5.00,October,10,Montana," $15,033.60 ",$20.00," $30,693.60 ",Government," $1,566.00 ",2014,2014,626.4,0.510204082,626.4,31320,15033.6,0.489795918,30693.6,626.4,31320,1566
" $2,070.00 ",2070,Mexico,11-01-2014,Low,$165.60," $8,280.00 ",$5.00,November,11,Montana," $6,044.40 ",$12.00," $8,114.40 ",Channel Partners,$690.00,2014,2014,165.6,0.255102041,165.6,8280,6044.4,0.744897959,8114.4,165.6,8280,690
" $199,200.00 ",199200,Mexico,11-01-2013,Low," $4,150.00 "," $207,500.00 ",$5.00,November,11,Montana," $4,150.00 ",$125.00," $203,350.00 ",Enterprise," $1,660.00 ",2013,2013,4150,0.979591837,4150,207500,4150,0.020408163,203350,4150,207500,1660
" $23,630.00 ",23630,Canada,02-01-2014,Low,$708.90," $35,445.00 ",$10.00,February,2,Paseo," $11,106.10 ",$15.00," $34,736.10 ",Midmarket," $2,363.00 ",2014,2014,708.9,0.680272109,708.9,35445,11106.1,0.319727891,34736.1,708.9,35445,2363
" $229,500.00 ",229500,France,05-01-2014,Low," $5,508.00 "," $275,400.00 ",$10.00,May,5,Paseo," $40,392.00 ",$300.00," $269,892.00 ",Small Business,$918.00,2014,2014,5508,0.850340136,5508,275400,40392,0.149659864,269892,5508,275400,918
" $432,000.00 ",432000,Germany,05-01-2014,Low," $10,368.00 "," $518,400.00 ",$10.00,May,5,Paseo," $76,032.00 ",$300.00," $508,032.00 ",Small Business," $1,728.00 ",2014,2014,10368,0.850340136,10368,518400,76032,0.149659864,508032,10368,518400,1728
" $3,426.00 ",3426,United States of America,06-01-2014,Low,$274.08," $13,704.00 ",$10.00,June,6,Paseo," $10,003.92 ",$12.00," $13,429.92 ",Channel Partners," $1,142.00 ",2014,2014,274.08,0.255102041,274.08,13704,10003.92,0.744897959,13429.92,274.08,13704,1142
" $79,440.00 ",79440,Mexico,06-01-2014,Low," $1,655.00 "," $82,750.00 ",$10.00,June,6,Paseo," $1,655.00 ",$125.00," $81,095.00 ",Enterprise,$662.00,2014,2014,1655,0.979591837,1655,82750,1655,0.020408163,81095,1655,82750,662
" $3,885.00 ",3885,Canada,10-01-2014,Low,$310.80," $15,540.00 ",$10.00,October,10,Paseo," $11,344.20 ",$12.00," $15,229.20 ",Channel Partners," $1,295.00 ",2014,2014,310.8,0.255102041,310.8,15540,11344.2,0.744897959,15229.2,310.8,15540,1295
" $97,080.00 ",97080,Germany,10-01-2013,Low," $2,022.50 "," $101,125.00 ",$10.00,October,10,Paseo," $2,022.50 ",$125.00," $99,102.50 ",Enterprise,$809.00,2013,2013,2022.5,0.979591837,2022.5,101125,2022.5,0.020408163,99102.5,2022.5,101125,809
" $257,400.00 ",257400,Mexico,10-01-2013,Low," $5,362.50 "," $268,125.00 ",$10.00,October,10,Paseo," $5,362.50 ",$125.00," $262,762.50 ",Enterprise," $2,145.00 ",2013,2013,5362.5,0.979591837,5362.5,268125,5362.5,0.020408163,262762.5,5362.5,268125,2145
" $5,355.00 ",5355,France,11-01-2013,Low,$428.40," $21,420.00 ",$10.00,November,11,Paseo," $15,636.60 ",$12.00," $20,991.60 ",Channel Partners," $1,785.00 ",2013,2013,428.4,0.255102041,428.4,21420,15636.6,0.744897959,20991.6,428.4,21420,1785
" $479,000.00 ",479000,Canada,12-01-2014,Low," $11,496.00 "," $574,800.00 ",$10.00,December,12,Paseo," $84,304.00 ",$300.00," $563,304.00 ",Small Business," $1,916.00 ",2014,2014,11496,0.850340136,11496,574800,84304,0.149659864,563304,11496,574800,1916
" $741,520.00 ",741520,Canada,12-01-2014,Low," $19,964.00 "," $998,200.00 ",$10.00,December,12,Paseo," $236,716.00 ",$350.00," $978,236.00 ",Government," $2,852.00 ",2014,2014,19964,0.758017493,19964,998200,236716,0.241982507,978236,19964,998200,2852
" $327,480.00 ",327480,Canada,12-01-2014,Low," $6,822.50 "," $341,125.00 ",$10.00,December,12,Paseo," $6,822.50 ",$125.00," $334,302.50 ",Enterprise," $2,729.00 ",2014,2014,6822.5,0.979591837,6822.5,341125,6822.5,0.020408163,334302.5,6822.5,341125,2729
" $19,250.00 ",19250,United States of America,12-01-2013,Low,$577.50," $28,875.00 ",$10.00,December,12,Paseo," $9,047.50 ",$15.00," $28,297.50 ",Midmarket," $1,925.00 ",2013,2013,577.5,0.680272109,577.5,28875,9047.5,0.319727891,28297.5,577.5,28875,1925
" $10,065.00 ",10065,United States of America,12-01-2013,Low,$281.82," $14,091.00 ",$10.00,December,12,Paseo," $3,744.18 ",$7.00," $13,809.18 ",Government," $2,013.00 ",2013,2013,281.82,0.728862974,281.82,14091,3744.18,0.271137026,13809.18,281.82,14091,2013
" $3,165.00 ",3165,France,12-01-2014,Low,$253.20," $12,660.00 ",$10.00,December,12,Paseo," $9,241.80 ",$12.00," $12,406.80 ",Channel Partners," $1,055.00 ",2014,2014,253.2,0.255102041,253.2,12660,9241.8,0.744897959,12406.8,253.2,12660,1055
" $3,252.00 ",3252,Mexico,12-01-2014,Low,$260.16," $13,008.00 ",$10.00,December,12,Paseo," $9,495.84 ",$12.00," $12,747.84 ",Channel Partners," $1,084.00 ",2014,2014,260.16,0.255102041,260.16,13008,9495.84,0.744897959,12747.84,260.16,13008,1084
" $15,660.00 ",15660,United States of America,10-01-2014,Low,$626.40," $31,320.00 ",$120.00,October,10,Velo," $15,033.60 ",$20.00," $30,693.60 ",Government," $1,566.00 ",2014,2014,626.4,0.510204082,626.4,31320,15033.6,0.489795918,30693.6,626.4,31320,1566
" $771,160.00 ",771160,Germany,10-01-2013,Low," $20,762.00 "," $1,038,100.00 ",$120.00,October,10,Velo," $246,178.00 ",$350.00," $1,017,338.00 ",Government," $2,966.00 ",2013,2013,20762,0.758017493,20762,1038100,246178,0.241982507,1017338,20762,1038100,2966
" $748,020.00 ",748020,Germany,10-01-2014,Low," $20,139.00 "," $1,006,950.00 ",$120.00,October,10,Velo," $238,791.00 ",$350.00," $986,811.00 ",Government," $2,877.00 ",2014,2014,20139,0.758017493,20139,1006950,238791,0.241982507,986811,20139,1006950,2877
" $97,080.00 ",97080,Germany,10-01-2013,Low," $2,022.50 "," $101,125.00 ",$120.00,October,10,Velo," $2,022.50 ",$125.00," $99,102.50 ",Enterprise,$809.00,2013,2013,2022.5,0.979591837,2022.5,101125,2022.5,0.020408163,99102.5,2022.5,101125,809
" $257,400.00 ",257400,Mexico,10-01-2013,Low," $5,362.50 "," $268,125.00 ",$120.00,October,10,Velo," $5,362.50 ",$125.00," $262,762.50 ",Enterprise," $2,145.00 ",2013,2013,5362.5,0.979591837,5362.5,268125,5362.5,0.020408163,262762.5,5362.5,268125,2145
" $3,165.00 ",3165,France,12-01-2014,Low,$253.20," $12,660.00 ",$120.00,December,12,Velo," $9,241.80 ",$12.00," $12,406.80 ",Channel Partners," $1,055.00 ",2014,2014,253.2,0.255102041,253.2,12660,9241.8,0.744897959,12406.8,253.2,12660,1055
" $5,440.00 ",5440,Mexico,12-01-2013,Low,$217.60," $10,880.00 ",$120.00,December,12,Velo," $5,222.40 ",$20.00," $10,662.40 ",Government,$544.00,2013,2013,217.6,0.510204082,217.6,10880,5222.4,0.489795918,10662.4,217.6,10880,544
" $3,252.00 ",3252,Mexico,12-01-2014,Low,$260.16," $13,008.00 ",$120.00,December,12,Velo," $9,495.84 ",$12.00," $12,747.84 ",Channel Partners," $1,084.00 ",2014,2014,260.16,0.255102041,260.16,13008,9495.84,0.744897959,12747.84,260.16,13008,1084
" $79,440.00 ",79440,Mexico,06-01-2014,Low," $1,655.00 "," $82,750.00 ",$250.00,June,6,VTT," $1,655.00 ",$125.00," $81,095.00 ",Enterprise,$662.00,2014,2014,1655,0.979591837,1655,82750,1655,0.020408163,81095,1655,82750,662
" $53,500.00 ",53500,Germany,10-01-2013,Low," $1,284.00 "," $64,200.00 ",$250.00,October,10,VTT," $9,416.00 ",$300.00," $62,916.00 ",Small Business,$214.00,2013,2013,1284,0.850340136,1284,64200,9416,0.149659864,62916,1284,64200,214
" $748,020.00 ",748020,Germany,10-01-2014,Low," $20,139.00 "," $1,006,950.00 ",$250.00,October,10,VTT," $238,791.00 ",$350.00," $986,811.00 ",Government," $2,877.00 ",2014,2014,20139,0.758017493,20139,1006950,238791,0.241982507,986811,20139,1006950,2877
" $327,480.00 ",327480,Canada,12-01-2014,Low," $6,822.50 "," $341,125.00 ",$250.00,December,12,VTT," $6,822.50 ",$125.00," $334,302.50 ",Enterprise," $2,729.00 ",2014,2014,6822.5,0.979591837,6822.5,341125,6822.5,0.020408163,334302.5,6822.5,341125,2729
" $69,160.00 ",69160,United States of America,12-01-2013,Low," $1,862.00 "," $93,100.00 ",$250.00,December,12,VTT," $22,078.00 ",$350.00," $91,238.00 ",Government,$266.00,2013,2013,1862,0.758017493,1862,93100,22078,0.241982507,91238,1862,93100,266
" $504,400.00 ",504400,Mexico,12-01-2013,Low," $13,580.00 "," $679,000.00 ",$250.00,December,12,VTT," $161,020.00 ",$350.00," $665,420.00 ",Government," $1,940.00 ",2013,2013,13580,0.758017493,13580,679000,161020,0.241982507,665420,13580,679000,1940
" $64,750.00 ",64750,Germany,03-01-2014,Low," $1,554.00 "," $77,700.00 ",$260.00,March,3,Amarilla," $11,396.00 ",$300.00," $76,146.00 ",Small Business,$259.00,2014,2014,1554,0.850340136,1554,77700,11396,0.149659864,76146,1554,77700,259
" $275,250.00 ",275250,Mexico,03-01-2014,Low," $6,606.00 "," $330,300.00 ",$260.00,March,3,Amarilla," $48,444.00 ",$300.00," $323,694.00 ",Small Business," $1,101.00 ",2014,2014,6606,0.850340136,6606,330300,48444,0.149659864,323694,6606,330300,1101
" $273,120.00 ",273120,Germany,05-01-2014,Low," $5,690.00 "," $284,500.00 ",$260.00,May,5,Amarilla," $5,690.00 ",$125.00," $278,810.00 ",Enterprise," $2,276.00 ",2014,2014,5690,0.979591837,5690,284500,5690,0.020408163,278810,5690,284500,2276
" $771,160.00 ",771160,Germany,10-01-2013,Low," $20,762.00 "," $1,038,100.00 ",$260.00,October,10,Amarilla," $246,178.00 ",$350.00," $1,017,338.00 ",Government," $2,966.00 ",2013,2013,20762,0.758017493,20762,1038100,246178,0.241982507,1017338,20762,1038100,2966
" $12,360.00 ",12360,United States of America,11-01-2014,Low,$494.40," $24,720.00 ",$260.00,November,11,Amarilla," $11,865.60 ",$20.00," $24,225.60 ",Government," $1,236.00 ",2014,2014,494.4,0.510204082,494.4,24720,11865.6,0.489795918,24225.6,494.4,24720,1236
" $9,410.00 ",9410,France,11-01-2014,Low,$376.40," $18,820.00 ",$260.00,November,11,Amarilla," $9,033.60 ",$20.00," $18,443.60 ",Government,$941.00,2014,2014,376.4,0.510204082,376.4,18820,9033.6,0.489795918,18443.6,376.4,18820,941
" $479,000.00 ",479000,Canada,12-01-2014,Low," $11,496.00 "," $574,800.00 ",$260.00,December,12,Amarilla," $84,304.00 ",$300.00," $563,304.00 ",Small Business," $1,916.00 ",2014,2014,11496,0.850340136,11496,574800,84304,0.149659864,563304,11496,574800,1916
" $509,220.00 ",509220,France,04-01-2014,Low," $15,913.13 "," $530,437.50 ",$3.00,April,4,Carretera," $5,304.38 ",$125.00," $514,524.38 ",Enterprise," $4,243.50 ",2014,2014,15913.13,0.989690712,15913.13,530437.5,5304.38,0.010309288,514524.38,15913.13,530437.5,4243.5
" $25,800.00 ",25800,Germany,04-01-2014,Low," $1,548.00 "," $51,600.00 ",$3.00,April,4,Carretera," $24,252.00 ",$20.00," $50,052.00 ",Government," $2,580.00 ",2014,2014,1548,0.515463918,1548,51600,24252,0.484536082,50052,1548,51600,2580
" $172,250.00 ",172250,Germany,06-01-2014,Low," $6,201.00 "," $206,700.00 ",$3.00,June,6,Carretera," $28,249.00 ",$300.00," $200,499.00 ",Small Business,$689.00,2014,2014,6201,0.859106529,6201,206700,28249,0.140893471,200499,6201,206700,689
" $5,841.00 ",5841,United States of America,09-01-2014,Low,$700.92," $23,364.00 ",$3.00,September,9,Carretera," $16,822.08 ",$12.00," $22,663.08 ",Channel Partners," $1,947.00 ",2014,2014,700.92,0.257731959,700.92,23364,16822.08,0.742268041,22663.08,700.92,23364,1947
" $2,724.00 ",2724,Canada,12-01-2013,Low,$326.88," $10,896.00 ",$3.00,December,12,Carretera," $7,845.12 ",$12.00," $10,569.12 ",Channel Partners,$908.00,2013,2013,326.88,0.257731959,326.88,10896,7845.12,0.742268041,10569.12,326.88,10896,908
" $9,790.00 ",9790,Germany,02-01-2014,Low,$411.18," $13,706.00 ",$5.00,February,2,Montana," $3,504.82 ",$7.00," $13,294.82 ",Government," $1,958.00 ",2014,2014,411.18,0.736377025,411.18,13706,3504.82,0.263622975,13294.82,411.18,13706,1958
" $5,703.00 ",5703,France,06-01-2014,Low,$684.36," $22,812.00 ",$5.00,June,6,Montana," $16,424.64 ",$12.00," $22,127.64 ",Channel Partners," $1,901.00 ",2014,2014,684.36,0.257731959,684.36,22812,16424.64,0.742268041,22127.64,684.36,22812,1901
" $2,720.00 ",2720,France,09-01-2014,Low,$114.24," $3,808.00 ",$5.00,September,9,Montana,$973.76,$7.00," $3,693.76 ",Government,$544.00,2014,2014,114.24,0.736377025,114.24,3808,973.76,0.263622975,3693.76,114.24,3808,544
" $467,220.00 ",467220,Germany,09-01-2013,Low," $18,868.50 "," $628,950.00 ",$5.00,September,9,Montana," $142,861.50 ",$350.00," $610,081.50 ",Government," $1,797.00 ",2013,2013,18868.5,0.765832106,18868.5,628950,142861.5,0.234167894,610081.5,18868.5,628950,1797
" $154,440.00 ",154440,France,12-01-2014,Low," $4,826.25 "," $160,875.00 ",$5.00,December,12,Montana," $1,608.75 ",$125.00," $156,048.75 ",Enterprise," $1,287.00 ",2014,2014,4826.25,0.989690722,4826.25,160875,1608.75,0.010309278,156048.75,4826.25,160875,1287
" $204,720.00 ",204720,Germany,12-01-2014,Low," $6,397.50 "," $213,250.00 ",$5.00,December,12,Montana," $2,132.50 ",$125.00," $206,852.50 ",Enterprise," $1,706.00 ",2014,2014,6397.5,0.989690722,6397.5,213250,2132.5,0.010309278,206852.5,6397.5,213250,1706
" $608,625.00 ",608625,France,01-01-2014,Low," $21,910.50 "," $730,350.00 ",$10.00,January,1,Paseo," $99,814.50 ",$300.00," $708,439.50 ",Small Business," $2,434.50 ",2014,2014,21910.5,0.859106529,21910.5,730350,99814.5,0.140893471,708439.5,21910.5,730350,2434.5
" $212,880.00 ",212880,Canada,03-01-2014,Low," $6,652.50 "," $221,750.00 ",$10.00,March,3,Paseo," $2,217.50 ",$125.00," $215,097.50 ",Enterprise," $1,774.00 ",2014,2014,6652.5,0.989690722,6652.5,221750,2217.5,0.010309278,215097.5,6652.5,221750,1774
" $5,703.00 ",5703,France,06-01-2014,Low,$684.36," $22,812.00 ",$10.00,June,6,Paseo," $16,424.64 ",$12.00," $22,127.64 ",Channel Partners," $1,901.00 ",2014,2014,684.36,0.257731959,684.36,22812,16424.64,0.742268041,22127.64,684.36,22812,1901
" $172,250.00 ",172250,Germany,06-01-2014,Low," $6,201.00 "," $206,700.00 ",$10.00,June,6,Paseo," $28,249.00 ",$300.00," $200,499.00 ",Small Business,$689.00,2014,2014,6201,0.859106529,6201,206700,28249,0.140893471,200499,6201,206700,689
" $188,400.00 ",188400,Germany,06-01-2014,Low," $5,887.50 "," $196,250.00 ",$10.00,June,6,Paseo," $1,962.50 ",$125.00," $190,362.50 ",Enterprise," $1,570.00 ",2014,2014,5887.5,0.989690722,5887.5,196250,1962.5,0.010309278,190362.5,5887.5,196250,1570
" $4,108.50 ",4108.5,United States of America,07-01-2014,Low,$493.02," $16,434.00 ",$10.00,July,7,Paseo," $11,832.48 ",$12.00," $15,940.98 ",Channel Partners," $1,369.50 ",2014,2014,493.02,0.257731959,493.02,16434,11832.48,0.742268041,15940.98,493.02,16434,1369.5
" $241,080.00 ",241080,Canada,10-01-2014,Low," $7,533.75 "," $251,125.00 ",$10.00,October,10,Paseo," $2,511.25 ",$125.00," $243,591.25 ",Enterprise," $2,009.00 ",2014,2014,7533.75,0.989690722,7533.75,251125,2511.25,0.010309278,243591.25,7533.75,251125,2009
" $19,450.00 ",19450,Germany,10-01-2013,Low,$875.25," $29,175.00 ",$10.00,October,10,Paseo," $8,849.75 ",$15.00," $28,299.75 ",Midmarket," $1,945.00 ",2013,2013,875.25,0.687285223,875.25,29175,8849.75,0.312714777,28299.75,875.25,29175,1945
" $154,440.00 ",154440,France,12-01-2014,Low," $4,826.25 "," $160,875.00 ",$10.00,December,12,Paseo," $1,608.75 ",$125.00," $156,048.75 ",Enterprise," $1,287.00 ",2014,2014,4826.25,0.989690722,4826.25,160875,1608.75,0.010309278,156048.75,4826.25,160875,1287
" $204,720.00 ",204720,Germany,12-01-2014,Low," $6,397.50 "," $213,250.00 ",$10.00,December,12,Paseo," $2,132.50 ",$125.00," $206,852.50 ",Enterprise," $1,706.00 ",2014,2014,6397.5,0.989690722,6397.5,213250,2132.5,0.010309278,206852.5,6397.5,213250,1706
" $241,080.00 ",241080,Canada,10-01-2014,Low," $7,533.75 "," $251,125.00 ",$120.00,October,10,Velo," $2,511.25 ",$125.00," $243,591.25 ",Enterprise," $2,009.00 ",2014,2014,7533.75,0.989690722,7533.75,251125,2511.25,0.010309278,243591.25,7533.75,251125,2009
" $711,000.00 ",711000,United States of America,02-01-2014,Low," $25,596.00 "," $853,200.00 ",$250.00,February,2,VTT," $116,604.00 ",$300.00," $827,604.00 ",Small Business," $2,844.00 ",2014,2014,25596,0.859106529,25596,853200,116604,0.140893471,827604,25596,853200,2844
" $5,748.00 ",5748,Mexico,04-01-2014,Low,$689.76," $22,992.00 ",$250.00,April,4,VTT," $16,554.24 ",$12.00," $22,302.24 ",Channel Partners," $1,916.00 ",2014,2014,689.76,0.257731959,689.76,22992,16554.24,0.742268041,22302.24,689.76,22992,1916
" $188,400.00 ",188400,Germany,06-01-2014,Low," $5,887.50 "," $196,250.00 ",$250.00,June,6,VTT," $1,962.50 ",$125.00," $190,362.50 ",Enterprise," $1,570.00 ",2014,2014,5887.5,0.989690722,5887.5,196250,1962.5,0.010309278,190362.5,5887.5,196250,1570
" $468,500.00 ",468500,Canada,08-01-2014,Low," $16,866.00 "," $562,200.00 ",$250.00,August,8,VTT," $76,834.00 ",$300.00," $545,334.00 ",Small Business," $1,874.00 ",2014,2014,16866,0.859106529,16866,562200,76834,0.140893471,545334,16866,562200,1874
" $426,920.00 ",426920,Mexico,08-01-2014,Low," $17,241.00 "," $574,700.00 ",$250.00,August,8,VTT," $130,539.00 ",$350.00," $557,459.00 ",Government," $1,642.00 ",2014,2014,17241,0.765832106,17241,574700,130539,0.234167894,557459,17241,574700,1642
" $19,450.00 ",19450,Germany,10-01-2013,Low,$875.25," $29,175.00 ",$250.00,October,10,VTT," $8,849.75 ",$15.00," $28,299.75 ",Midmarket," $1,945.00 ",2013,2013,875.25,0.687285223,875.25,29175,8849.75,0.312714777,28299.75,875.25,29175,1945
" $8,310.00 ",8310,Canada,05-01-2014,Low,$498.60," $16,620.00 ",$3.00,May,5,Carretera," $7,811.40 ",$20.00," $16,121.40 ",Government,$831.00,2014,2014,498.6,0.515463918,498.6,16620,7811.4,0.484536082,16121.4,498.6,16620,831
" $8,800.00 ",8800,Mexico,09-01-2013,Low,$369.60," $12,320.00 ",$10.00,September,9,Paseo," $3,150.40 ",$7.00," $11,950.40 ",Government," $1,760.00 ",2013,2013,369.6,0.736377025,369.6,12320,3150.4,0.263622975,11950.4,369.6,12320,1760
" $38,505.00 ",38505,Canada,04-01-2014,Low," $2,310.30 "," $77,010.00 ",$120.00,April,4,Velo," $36,194.70 ",$20.00," $74,699.70 ",Government," $3,850.50 ",2014,2014,2310.3,0.515463918,2310.3,77010,36194.7,0.484536082,74699.7,2310.3,77010,3850.5
" $7,437.00 ",7437,Germany,01-01-2014,Low,$892.44," $29,748.00 ",$250.00,January,1,VTT," $21,418.56 ",$12.00," $28,855.56 ",Channel Partners," $2,479.00 ",2014,2014,892.44,0.257731959,892.44,29748,21418.56,0.742268041,28855.56,892.44,29748,2479
" $20,310.00 ",20310,Mexico,10-01-2014,Low," $1,218.60 "," $30,465.00 ",$5.00,October,10,Montana," $8,936.40 ",$15.00," $29,246.40 ",Midmarket," $2,031.00 ",2014,2014,1218.6,0.694444444,1218.6,30465,8936.4,0.305555556,29246.4,1218.6,30465,2031
" $20,310.00 ",20310,Mexico,10-01-2014,Low," $1,218.60 "," $30,465.00 ",$10.00,October,10,Paseo," $8,936.40 ",$15.00," $29,246.40 ",Midmarket," $2,031.00 ",2014,2014,1218.6,0.694444444,1218.6,30465,8936.4,0.305555556,29246.4,1218.6,30465,2031
" $22,610.00 ",22610,France,12-01-2013,Low," $1,356.60 "," $33,915.00 ",$10.00,December,12,Paseo," $9,948.40 ",$15.00," $32,558.40 ",Midmarket," $2,261.00 ",2013,2013,1356.6,0.694444444,1356.6,33915,9948.4,0.305555556,32558.4,1356.6,33915,2261
" $7,360.00 ",7360,United States of America,09-01-2013,Low,$588.80," $14,720.00 ",$120.00,September,9,Velo," $6,771.20 ",$20.00," $14,131.20 ",Government,$736.00,2013,2013,588.8,0.520833333,588.8,14720,6771.2,0.479166667,14131.2,588.8,14720,736
" $14,255.00 ",14255,Canada,10-01-2013,Low,$798.28," $19,957.00 ",$3.00,October,10,Carretera," $4,903.72 ",$7.00," $19,158.72 ",Government," $2,851.00 ",2013,2013,798.28,0.744047619,798.28,19957,4903.72,0.255952381,19158.72,798.28,19957,2851
" $505,250.00 ",505250,Germany,10-01-2014,Low," $24,252.00 "," $606,300.00 ",$3.00,October,10,Carretera," $76,798.00 ",$300.00," $582,048.00 ",Small Business," $2,021.00 ",2014,2014,24252,0.868055556,24252,606300,76798,0.131944444,582048,24252,606300,2021
" $71,240.00 ",71240,United States of America,12-01-2014,Low," $3,836.00 "," $95,900.00 ",$3.00,December,12,Carretera," $20,824.00 ",$350.00," $92,064.00 ",Government,$274.00,2014,2014,3836,0.773809524,3836,95900,20824,0.226190476,92064,3836,95900,274
" $19,670.00 ",19670,Canada,03-01-2014,Low," $1,180.20 "," $29,505.00 ",$5.00,March,3,Montana," $8,654.80 ",$15.00," $28,324.80 ",Midmarket," $1,967.00 ",2014,2014,1180.2,0.694444444,1180.2,29505,8654.8,0.305555556,28324.8,1180.2,29505,1967
" $464,750.00 ",464750,Germany,08-01-2014,Low," $22,308.00 "," $557,700.00 ",$5.00,August,8,Montana," $70,642.00 ",$300.00," $535,392.00 ",Small Business," $1,859.00 ",2014,2014,22308,0.868055556,22308,557700,70642,0.131944444,535392,22308,557700,1859
" $14,255.00 ",14255,Canada,10-01-2013,Low,$798.28," $19,957.00 ",$5.00,October,10,Montana," $4,903.72 ",$7.00," $19,158.72 ",Government," $2,851.00 ",2013,2013,798.28,0.744047619,798.28,19957,4903.72,0.255952381,19158.72,798.28,19957,2851
" $505,250.00 ",505250,Germany,10-01-2014,Low," $24,252.00 "," $606,300.00 ",$5.00,October,10,Montana," $76,798.00 ",$300.00," $582,048.00 ",Small Business," $2,021.00 ",2014,2014,24252,0.868055556,24252,606300,76798,0.131944444,582048,24252,606300,2021
" $136,560.00 ",136560,Mexico,12-01-2014,Low," $5,690.00 "," $142,250.00 ",$5.00,December,12,Montana,$-,$125.00," $136,560.00 ",Enterprise," $1,138.00 ",2014,2014,5690,1,5690,142250,,,136560,5690,142250,1138
" $21,255.00 ",21255,Canada,01-01-2014,Low," $1,190.28 "," $29,757.00 ",$10.00,January,1,Paseo," $7,311.72 ",$7.00," $28,566.72 ",Government," $4,251.00 ",2014,2014,1190.28,0.744047619,1190.28,29757,7311.72,0.255952381,28566.72,1190.28,29757,4251
" $95,400.00 ",95400,Germany,03-01-2014,Low," $3,975.00 "," $99,375.00 ",$10.00,March,3,Paseo,$-,$125.00," $95,400.00 ",Enterprise,$795.00,2014,2014,3975,1,3975,99375,,,95400,3975,99375,795
" $353,625.00 ",353625,Germany,04-01-2014,Low," $16,974.00 "," $424,350.00 ",$10.00,April,4,Paseo," $53,751.00 ",$300.00," $407,376.00 ",Small Business," $1,414.50 ",2014,2014,16974,0.868055556,16974,424350,53751,0.131944444,407376,16974,424350,1414.5
" $729,500.00 ",729500,United States of America,05-01-2014,Low," $35,016.00 "," $875,400.00 ",$10.00,May,5,Paseo," $110,884.00 ",$300.00," $840,384.00 ",Small Business," $2,918.00 ",2014,2014,35016,0.868055556,35016,875400,110884,0.131944444,840384,35016,875400,2918
" $897,000.00 ",897000,United States of America,07-01-2014,Low," $48,300.00 "," $1,207,500.00 ",$10.00,July,7,Paseo," $262,200.00 ",$350.00," $1,159,200.00 ",Government," $3,450.00 ",2014,2014,48300,0.773809524,48300,1207500,262200,0.226190476,1159200,48300,1207500,3450
" $358,560.00 ",358560,France,07-01-2014,Low," $14,940.00 "," $373,500.00 ",$10.00,July,7,Paseo,$-,$125.00," $358,560.00 ",Enterprise," $2,988.00 ",2014,2014,14940,1,14940,373500,,,358560,14940,373500,2988
" $2,180.00 ",2180,Canada,09-01-2014,Low,$130.80," $3,270.00 ",$10.00,September,9,Paseo,$959.20,$15.00," $3,139.20 ",Midmarket,$218.00,2014,2014,130.8,0.694444444,130.8,3270,959.2,0.305555556,3139.2,130.8,3270,218
" $20,740.00 ",20740,Canada,09-01-2014,Low," $1,659.20 "," $41,480.00 ",$10.00,September,9,Paseo," $19,080.80 ",$20.00," $39,820.80 ",Government," $2,074.00 ",2014,2014,1659.2,0.520833333,1659.2,41480,19080.8,0.479166667,39820.8,1659.2,41480,2074
" $10,560.00 ",10560,United States of America,09-01-2014,Low,$844.80," $21,120.00 ",$10.00,September,9,Paseo," $9,715.20 ",$20.00," $20,275.20 ",Government," $1,056.00 ",2014,2014,844.8,0.520833333,844.8,21120,9715.2,0.479166667,20275.2,844.8,21120,1056
" $6,710.00 ",6710,United States of America,10-01-2013,Low,$402.60," $10,065.00 ",$10.00,October,10,Paseo," $2,952.40 ",$15.00," $9,662.40 ",Midmarket,$671.00,2013,2013,402.6,0.694444444,402.6,10065,2952.4,0.305555556,9662.4,402.6,10065,671
" $15,140.00 ",15140,Mexico,10-01-2013,Low,$908.40," $22,710.00 ",$10.00,October,10,Paseo," $6,661.60 ",$15.00," $21,801.60 ",Midmarket," $1,514.00 ",2013,2013,908.4,0.694444444,908.4,22710,6661.6,0.305555556,21801.6,908.4,22710,1514
" $71,240.00 ",71240,United States of America,12-01-2014,Low," $3,836.00 "," $95,900.00 ",$10.00,December,12,Paseo," $20,824.00 ",$350.00," $92,064.00 ",Government,$274.00,2014,2014,3836,0.773809524,3836,95900,20824,0.226190476,92064,3836,95900,274
" $136,560.00 ",136560,Mexico,12-01-2014,Low," $5,690.00 "," $142,250.00 ",$10.00,December,12,Paseo,$-,$125.00," $136,560.00 ",Enterprise," $1,138.00 ",2014,2014,5690,1,5690,142250,,,136560,5690,142250,1138
" $4,395.00 ",4395,United States of America,03-01-2014,Low,$703.20," $17,580.00 ",$120.00,March,3,Velo," $12,481.80 ",$12.00," $16,876.80 ",Channel Partners," $1,465.00 ",2014,2014,703.2,0.260416667,703.2,17580,12481.8,0.739583333,16876.8,703.2,17580,1465
